Data_Zone,Council_area,SMR
S01009639,Fife,141
S01009640,Fife,89
S01009641,Fife,131
S01009642,Fife,106
S01009643,Fife,52
S01009644,Fife,80
S01009645,Fife,85
S01009646,Fife,106
S01009647,Fife,106
S01009648,Fife,95
S01009649,Fife,105
S01009650,Fife,70
S01009651,Fife,59
S01009652,Fife,60
S01009653,Fife,65
S01009654,Fife,104
S01009655,Fife,87
S01009656,Fife,112
S01009657,Fife,83
S01009658,Fife,83
S01009659,Fife,58
S01009660,Fife,111
S01009661,Fife,96
S01009662,Fife,79
S01009663,Fife,81
S01009664,Fife,61
S01009665,Fife,92
S01009666,Fife,86
S01009667,Fife,56
S01009668,Fife,50
S01009669,Fife,87
S01009670,Fife,78
S01009671,Fife,63
S01009672,Fife,76
S01009673,Fife,94
S01009674,Fife,92
S01009675,Fife,67
S01009676,Fife,61
S01009677,Fife,81
S01009678,Fife,77
S01009679,Fife,155
S01009680,Fife,79
S01009681,Fife,175
S01009682,Fife,38
S01009683,Fife,121
S01009684,Fife,70
S01009685,Fife,118
S01009686,Fife,113
S01009687,Fife,116
S01009688,Fife,152
S01009689,Fife,110
S01009690,Fife,95
S01009691,Fife,56
S01009692,Fife,94
S01009693,Fife,76
S01009694,Fife,90
S01009695,Fife,69
S01009696,Fife,60
S01009697,Fife,68
S01009698,Fife,107
S01009699,Fife,70
S01009700,Fife,76
S01009701,Fife,100
S01009702,Fife,56
S01009703,Fife,107
S01009704,Fife,98
S01009705,Fife,82
S01009706,Fife,78
S01009707,Fife,61
S01009708,Fife,137
S01009709,Fife,64
S01009710,Fife,82
S01009711,Fife,136
S01009712,Fife,84
S01009713,Fife,66
S01009714,Fife,49
S01009715,Fife,67
S01009716,Fife,59
S01009717,Fife,93
S01009718,Fife,79
S01009719,Fife,93
S01009720,Fife,130
S01009721,Fife,59
S01009722,Fife,38
S01009723,Fife,61
S01009724,Fife,83
S01009725,Fife,46
S01009726,Fife,165
S01009727,Fife,54
S01009728,Fife,56
S01009729,Fife,67
S01009730,Fife,154
S01009731,Fife,73
S01009732,Fife,54
S01009733,Fife,76
S01009734,Fife,63
S01009735,Fife,77
S01009736,Fife,114
S01009737,Fife,89
S01009738,Fife,77
S01009739,Fife,73
S01009740,Fife,100
S01009741,Fife,127
S01009742,Fife,71
S01009743,Fife,59
S01009744,Fife,41
S01009745,Fife,49
S01009746,Fife,53
S01009747,Fife,106
S01009748,Fife,111
S01009749,Fife,87
S01009750,Fife,90
S01009751,Fife,56
S01009752,Fife,57
S01009753,Fife,113
S01009754,Fife,123
S01009755,Fife,97
S01009756,Fife,59
S01009757,Fife,67
S01009758,Glasgow City,205
S01009759,Glasgow City,138
S01009760,Glasgow City,121
S01009761,Glasgow City,98
S01009762,Glasgow City,161
S01009763,Glasgow City,33
S01009764,Glasgow City,155
S01009765,Glasgow City,157
S01009766,Glasgow City,67
S01009767,Glasgow City,266
S01009768,Glasgow City,206
S01009769,Glasgow City,282
S01009770,Glasgow City,120
S01009771,Glasgow City,126
S01009772,Glasgow City,56
S01009773,Glasgow City,17
S01009774,Glasgow City,46
S01009775,Glasgow City,176
S01009776,Glasgow City,68
S01009777,Glasgow City,170
S01009778,Glasgow City,141
S01009779,Glasgow City,153
S01009780,Glasgow City,106
S01009781,Glasgow City,129
S01009782,Glasgow City,92
S01009783,Glasgow City,192
S01009784,Glasgow City,138
S01009785,Glasgow City,162
S01009786,Glasgow City,246
S01009787,Glasgow City,139
S01009788,Glasgow City,117
S01009789,Glasgow City,161
S01009790,Glasgow City,106
S01009791,Glasgow City,130
S01009792,Glasgow City,78
S01009793,Glasgow City,72
S01009794,Glasgow City,49
S01009795,Glasgow City,23
S01009796,Glasgow City,66
S01009797,Glasgow City,86
S01009798,Glasgow City,81
S01009799,Glasgow City,150
S01009800,Glasgow City,144
S01009801,Glasgow City,115
S01009802,Glasgow City,136
S01009803,Glasgow City,118
S01009804,Glasgow City,119
S01009805,Glasgow City,128
S01009806,Glasgow City,144
S01009807,Glasgow City,117
S01009808,Glasgow City,149
S01009809,Glasgow City,80
S01009810,Glasgow City,117
S01009811,Glasgow City,108
S01009812,Glasgow City,106
S01009813,Glasgow City,88
S01009814,Glasgow City,54
S01009815,Glasgow City,83
S01009816,Glasgow City,75
S01009817,Glasgow City,80
S01009818,Glasgow City,75
S01009819,Glasgow City,124
S01009820,Glasgow City,140
S01009821,Glasgow City,62
S01009822,Glasgow City,112
S01009823,Glasgow City,187
S01009824,Glasgow City,102
S01009825,Glasgow City,144
S01009826,Glasgow City,144
S01009827,Glasgow City,152
S01009828,Glasgow City,177
S01009829,Glasgow City,107
S01009830,Glasgow City,119
S01009831,Glasgow City,67
S01009832,Glasgow City,108
S01009833,Glasgow City,523
S01009834,Glasgow City,121
S01009835,Glasgow City,188
S01009836,Glasgow City,136
S01009837,Glasgow City,133
S01009838,Glasgow City,136
S01009839,Glasgow City,171
S01009840,Glasgow City,139
S01009841,Glasgow City,171
S01009842,Glasgow City,206
S01009843,Glasgow City,207
S01009844,Glasgow City,124
S01009845,Glasgow City,223
S01009846,Glasgow City,182
S01009847,Glasgow City,102
S01009848,Glasgow City,131
S01009849,Glasgow City,129
S01009850,Glasgow City,132
S01009851,Glasgow City,126
S01009852,Glasgow City,101
S01009853,Glasgow City,142
S01009854,Glasgow City,185
S01009855,Glasgow City,100
S01009856,Glasgow City,74
S01009857,Glasgow City,98
S01009858,Glasgow City,98
S01009859,Glasgow City,157
S01009860,Glasgow City,187
S01009861,Glasgow City,146
S01009862,Glasgow City,186
S01009863,Glasgow City,90
S01009864,Glasgow City,116
S01009865,Glasgow City,67
S01009866,Glasgow City,130
S01009867,Glasgow City,156
S01009868,Glasgow City,244
S01009869,Glasgow City,98
S01009870,Glasgow City,129
S01009871,Glasgow City,97
S01009872,Glasgow City,79
S01009873,Glasgow City,121
S01009874,Glasgow City,78
S01009875,Glasgow City,105
S01009876,Glasgow City,135
S01009877,Glasgow City,69
S01009878,Glasgow City,63
S01009879,Glasgow City,87
S01009880,Glasgow City,101
S01009881,Glasgow City,129
S01009882,Glasgow City,109
S01009883,Glasgow City,54
S01009884,Glasgow City,83
S01009885,Glasgow City,189
S01009886,Glasgow City,63
S01009887,Glasgow City,180
S01009888,Glasgow City,101
S01009889,Glasgow City,132
S01009890,Glasgow City,93
S01009891,Glasgow City,119
S01009892,Glasgow City,141
S01009893,Glasgow City,127
S01009894,Glasgow City,128
S01009895,Glasgow City,161
S01009896,Glasgow City,130
S01009897,Glasgow City,113
S01009898,Glasgow City,175
S01009899,Glasgow City,76
S01009900,Glasgow City,59
S01009901,Glasgow City,78
S01009902,Glasgow City,105
S01009903,Glasgow City,68
